,oTime,End,file_name,oF2,Start,oF1,Dur,gilbert_number,oF3_mean,NumberPoles,Unnamed: 0,iver_number,post_sound,transcription,speaker_number,oF1_mean,id,location,Vowel,target_form,gTime,oF2_mean,oPitch,gPitch,oF3_oF1_coords,Notes,File/Spkr,input_form,variable,MaxFormants,oF3,dob,gender,pre_sound,gF1,gF2,gF3,oF2_oF1_coords
286,"[nan, nan, 0.76000000000000001, nan, nan, nan, nan, nan, nan]","[nan, nan, 0.81799999999999995, nan, nan, nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/53-286-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/53-286-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/53-286-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-125-a.wav']","[nan, nan, 1525.6900000000001, nan, nan, nan, nan, nan, nan]","[nan, nan, 0.73099999999999998, nan, nan, nan, nan, nan, nan]","[nan, nan, 495.77999999999997, nan, nan, nan, nan, nan, nan]","[nan, nan, 0.086999999999999994, nan, nan, nan, nan, nan, nan]","[1, 1, 16, 16, 21, 111, 111, 125, 125]",2101.24,"[nan, nan, 10.0, nan, nan, nan, nan, nan, nan]","[63, 64, 29, 30, 28, 47, 48, 38, 38]","[51, 53, 51, 53, 51, 51, 53, 51, 51]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",286,495.78,"['51-286-2-1-a.wav', '53-286-2-1-a.wav', '51-286-2-16-a.wav', '53-286-2-16-a.wav', '51-286-2-21-a.wav', '51-286-2-111-a.wav', '53-286-2-111-a.wav', '51-286-2-125-a.wav', '51-286-2-125-a.wav']",la grange,"[nan, nan, '\xca\x8f', nan, nan, nan, nan, nan, nan]","['die haarbuerste', 'die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, 0.78900000000000003, nan, nan, nan, nan, nan, nan]",1525.69,"[nan, nan, '490.88', nan, nan, nan, nan, nan, nan]","[nan, nan, '497.71', nan, nan, nan, nan, nan, nan]","(2101.2399999999998, 495.77999999999997)","[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, '51-286-2-16-a', nan, nan, nan, nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, '5500 Hz', nan, nan, nan, nan, nan, nan]","[nan, nan, 2101.2399999999998, nan, nan, nan, nan, nan, nan]",1930,m,"['b', 'b', 'b', 'b', 'b', 'v', 'v', 'k', 'k']","[nan, nan, 513.13999999999999, nan, nan, nan, nan, nan, nan]","[nan, nan, 1478.45, nan, nan, nan, nan, nan, nan]","[nan, nan, 2131.4000000000001, nan, nan, nan, nan, nan, nan]","(1525.6900000000001, 495.77999999999997)"
313,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-125-a.wav']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[1, 111, 125, 125]",,"[nan, nan, nan, nan]","[54, 44, 35, 35]","[7, 7, 7, 7]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",313,,"['7-313-2-1-a.wav', '7-313-2-111-a.wav', '7-313-2-125-a.wav', '7-313-2-125-a.wav']",giddings,"[nan, nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan, nan]",,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",0,m,"['b', 'v', 'k', 'k']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)"
323,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-323-3-1-a.wav'],[nan],[nan],[nan],[nan],[1],,[nan],[55],[7],['\xca\x81'],['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99'],323,,['7-323-3-1-a.wav'],giddings,[nan],['die haarbuerste'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a hairbrush '],['\xca\x8f'],[nan],[nan],0,f,['b'],[nan],[nan],[nan],"(nan, nan)"
326,"[0.81400000000000006, nan]","[0.88099999999999989, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-326-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-326-2-111-a.wav']","[1610.5899999999999, nan]","[0.78000000000000003, nan]","[455.88999999999999, nan]","[0.10099999999999999, nan]","[1, 111]",2445.84,"[10.0, nan]","[56, 45]","[7, 7]","['\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n']",326,455.89,"['7-326-2-1-a.wav', '7-326-2-111-a.wav']",gidings,"['\xca\x8f', nan]","['die haarbuerste', 'ein gluehwuermchen']","[0.84699999999999998, nan]",1610.59,"['88.82', nan]","['87.00', nan]","(2445.8400000000001, 455.88999999999999)","[nan, nan]","['7-326-2-1-a', nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ']","['\xca\x8f', '\xca\x8f']","['5500 Hz', nan]","[2445.8400000000001, nan]",0,m,"['b', 'v']","[447.49000000000001, nan]","[1631.5799999999999, nan]","[2647.4400000000001, nan]","(1610.5899999999999, 455.88999999999999)"
329,"[0.64700000000000002, 0.58999999999999997, 0.76800000000000002]","[0.71900000000000008, 0.65000000000000002, 0.81700000000000006]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-329-1-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-329-1-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-329-1-125-a.wav']","[1389.71, 1810.8299999999999, 2024.0599999999999]","[0.61099999999999999, 0.56000000000000005, 0.74400000000000011]","[498.61000000000001, 554.35000000000002, 562.86000000000001]","[0.107, 0.089999999999999997, 0.072999999999999995]","[1, 125, 125]",2512.12,"[10.0, 10.0, 10.0]","[57, 36, 36]","[7, 7, 7]","['\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",329,538.606666667,"['7-329-1-1-a.wav', '7-329-1-125-a.wav', '7-329-1-125-a.wav']",giddings,"['\xca\x8f', '\xca\x8f', '\xc9\xaa']","['die haarbuerste', 'ein kuerbis', 'ein kuerbis']","[0.68299999999999994, 0.62, 0.79299999999999993]",1741.53333333,"['159.01', '244.79', '82.51']","['75.18', '236.88', '81.62']","(2512.1200000000003, 538.60666666666668)","[nan, nan, nan]","['7-329-1-1-a', '7-329-1-125-a', '7-329-1-125-a']","['a hairbrush ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', '5500 Hz', '5500 Hz']","[2592.3400000000001, 2326.3600000000001, 2617.6599999999999]",0,f,"['b', 'k', 'k']","[525.05999999999995, 600.11000000000001, 567.29999999999995]","[1347.21, 1711.9000000000001, 1987.1400000000001]","[2503.02, 2319.3600000000001, 2765.0500000000002]","(1741.5333333333335, 538.60666666666668)"
365,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/62-365-2-1-a.wav'],[nan],[nan],[nan],[nan],[1],,[nan],[48],[62],['\xca\x81'],['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99'],365,,['62-365-2-1-a.wav'],fredericksburg,[nan],['die haarbuerste'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a hairbrush '],['\xca\x8f'],[nan],[nan],1939,f,['b'],[nan],[nan],[nan],"(nan, nan)"
367,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-367-1-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-367-1-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-367-1-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-367-1-125-a.wav']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[1, 111, 125, 125]",,"[nan, nan, nan, nan]","[46, 37, 31, 31]","[60, 60, 60, 60]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",367,,"['60-367-1-1-a.wav', '60-367-1-111-a.wav', '60-367-1-125-a.wav', '60-367-1-125-a.wav']",fredericksburg,"[nan, nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan, nan]",,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",1945,m,"['b', 'v', 'k', 'k']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)"
368,"[nan, nan]","[nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-368-3-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-368-3-111-a.wav']","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[1, 111]",,"[nan, nan]","[47, 38]","[60, 60]","['\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n']",368,,"['60-368-3-1-a.wav', '60-368-3-111-a.wav']",fredericksburg,"[nan, nan]","['die haarbuerste', 'ein gluehwuermchen']","[nan, nan]",,"[nan, nan]","[nan, nan]","(nan, nan)","[nan, nan]","[nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ']","['\xca\x8f', '\xca\x8f']","[nan, nan]","[nan, nan]",1933,m,"['b', 'v']","[nan, nan]","[nan, nan]","[nan, nan]","(nan, nan)"
369,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-125-a.wav']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[1, 111, 125, 125]",,"[nan, nan, nan, nan]","[44, 35, 30, 30]","[58, 58, 58, 58]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",369,,"['58-369-1-1-a.wav', '58-369-1-111-a.wav', '58-369-1-125-a.wav', '58-369-1-125-a.wav']",fredericksburg,"[nan, nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan, nan]",,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",1949,m,"['b', 'v', 'k', 'k']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)"
370,"[nan, nan]","[nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-370-1-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-370-1-111-a.wav']","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[1, 111]",,"[nan, nan]","[45, 36]","[58, 58]","['\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n']",370,,"['58-370-1-1-a.wav', '58-370-1-111-a.wav']",fredericksburg,"[nan, nan]","['die haarbuerste', 'ein gluehwuermchen']","[nan, nan]",,"[nan, nan]","[nan, nan]","(nan, nan)","[nan, nan]","[nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ']","['\xca\x8f', '\xca\x8f']","[nan, nan]","[nan, nan]",1943,m,"['b', 'v']","[nan, nan]","[nan, nan]","[nan, nan]","(nan, nan)"
388,"[0.65500000000000003, 0.77700000000000002, 0.73099999999999998, nan, nan, nan]","[0.69299999999999995, 0.82799999999999996, 0.78799999999999992, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-125-a.wav']","[1838.48, 1806.1500000000001, 1946.26, nan, nan, nan]","[0.63500000000000001, 0.75099999999999989, 0.70299999999999996, nan, nan, nan]","[500.47000000000003, 478.02999999999997, 454.38, nan, nan, nan]","[0.057999999999999996, 0.076999999999999999, 0.085000000000000006, nan, nan, nan]","[1, 16, 21, 111, 125, 125]",2527.85666667,"[10.0, 10.0, 10.0, nan, nan, nan]","[86, 41, 38, 69, 55, 55]","[103, 103, 103, 103, 103, 103]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",388,477.626666667,"['103-388-1-1-a.wav', '103-388-1-16-a.wav', '103-388-1-21-a.wav', '103-388-1-111-a.wav', '103-388-1-125-a.wav', '103-388-1-125-a.wav']",new braunfels,"['\xca\x8f', '\xca\x8f', '\xca\x8f', nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.67400000000000004, 0.80200000000000005, 0.76000000000000001, nan, nan, nan]",1863.63,"['103.36', '112.14', '110.06', nan, nan, nan]","['84.91', '106.76', '112.56', nan, nan, nan]","(2527.8566666666666, 477.62666666666672)","[nan, nan, nan, nan, nan, nan]","['103-388-1-1-a', '103-388-1-16-a', '103-388-1-21-a', nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', '5500 Hz', '5500 Hz', nan, nan, nan]","[2538.3400000000001, 2353.48, 2691.75, nan, nan, nan]",0,m,"['b', 'b', 'b', 'v', 'k', 'k']","[515.47000000000003, 564.76999999999998, 481.56999999999999, nan, nan, nan]","[1799.5, 1828.6199999999999, 1802.55, nan, nan, nan]","[2601.1599999999999, 2581.4499999999998, 2702.0900000000001, nan, nan, nan]","(1863.6300000000001, 477.62666666666672)"
391,"[0.73799999999999999, nan, nan, nan]","[0.81299999999999994, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-391-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-391-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-391-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-391-2-125-a.wav']","[1932.02, nan, nan, nan]","[0.69999999999999996, nan, nan, nan]","[460.56, nan, nan, nan]","[0.113, nan, nan, nan]","[1, 111, 125, 125]",2361.05,"[10.0, nan, nan, nan]","[10, 7, 7, 7]","[1, 1, 1, 1]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",391,460.56,"['1-391-2-1-a.wav', '1-391-2-111-a.wav', '1-391-2-125-a.wav', '1-391-2-125-a.wav']",converse,"['\xca\x8f', nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.77599999999999991, nan, nan, nan]",1932.02,"['139.10', nan, nan, nan]","['128.44', nan, nan, nan]","(2361.0500000000002, 460.56)","[nan, nan, nan, nan]","['1-391-2-1-a', nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, nan, nan]","[2361.0500000000002, nan, nan, nan]",0,m,"['b', 'v', 'k', 'k']","[522.10000000000002, nan, nan, nan]","[1626.04, nan, nan, nan]","[2305.8299999999999, nan, nan, nan]","(1932.02, 460.56)"
392,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-392-1-1-a.wav'],[nan],[nan],[nan],[nan],[1],,[nan],[11],[1],['\xca\x81'],['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99'],392,,['1-392-1-1-a.wav'],converse,[nan],['die haarbuerste'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a hairbrush '],['\xca\x8f'],[nan],[nan],1930,m,['b'],[nan],[nan],[nan],"(nan, nan)"
